Title,Category
+There is no extra charges for traveling in night hours.,Not Dark Pattern
To reserve a ride with RideWell make a small upfront payment of 15-20%.,Not Dark Pattern
What are extra charges if i need to travel in night hours?,Not Dark Pattern
Please tell me any extra charge other than the price shown above.,Not Dark Pattern
+Although you can book the cab up to 1 hour prior to departure time but we suggest to book 1 day in advance to avoid last minute rush.,Not Dark Pattern
I want to book cab without paying any advance amount.,Not Dark Pattern
One way trip includes only one pickup and one drop apart from lunch/tea break during journey.,Not Dark Pattern
Do I need to pay both side Toll tax for one way trip?,Not Dark Pattern
+For One way trip you need to pay one side Toll tax only.,Not Dark Pattern
How can i make the advance payment?,Not Dark Pattern
Cab Close Payment Failed!×Oops!,Not Dark Pattern
Get in Touch - ₹11200 Monthly Maintenance Cost(customer and driver app) mandatorily will be applied on all plans.,Not Dark Pattern
13095 $4999 ₹811000 ₹415000 The all-in-one Jugnoo Growth Suite Taxi Dispatch CRM Marketing & Maps for your mobility business.,Not Dark Pattern
All Jugnoo plans include unlimited bandwidth for free.,Not Dark Pattern
Your free trial period allows you to try Jugnoo Free for 14 days to determine whether it will be a good fit for your business needs.,Not Dark Pattern
Use Code JOIN!Ab safar karo befikarDELHI TO LUCKNOW BUS DISTANCE TIME TAKEN FARE & TIMINGSCheapest Bus Ticket:₹ 492Last Bus:11:30 PMEarliest Bus:9:20 AMAvg.,Not Dark Pattern
All you have to do is show this ticket to the bus staff to board your Delhi to Lucknow bus.,Not Dark Pattern
After you have made the payment you will get the e-ticket and m-ticket via email and SMS.,Not Dark Pattern
Daily 17 buses operate from Delhi to Lucknow.,Not Dark Pattern
The travel time from Delhi to Lucknow is approximately 7 hours and 55 minutes and with Zingbus you can rest assured that unpredictable traffic and weather conditions won't slow you down.,Not Dark Pattern
Whether you prefer a sleeper bus or a standard AC bus we have options to suit every traveler.,Not Dark Pattern
So why wait?,Not Dark Pattern
Don't hesitate any longer!,Not Dark Pattern
Affordable Prices: Get the best comfort ride at a very affordable price only with zingbus!,Not Dark Pattern
Insured Trip: Travellers who are directly booking with zingbus through the zingbus mobile or web application get to enjoy free travel insurance benefits of up to 7.5 lakhs on every trip.,Not Dark Pattern
How many buses are running between Delhi to Lucknow on a daily basis?,Not Dark Pattern
There are 17 buses running between Delhi to Lucknow on a daily basis.,Not Dark Pattern
Apart from that you can get amazing bus ticket discounts by booking a bus online.,Not Dark Pattern
Can I reschedule my Delhi to Lucknow bus ticket?,Not Dark Pattern
You must also confirm the rescheduled travel date and pay the ticket's price difference if any.,Not Dark Pattern
The minimum bus ticket booking fare is ₹ 558 and goes up to ₹ 3160 depending on the bus type and timings.,Not Dark Pattern
If you still have any questions please refer to our zingbus FAQ page here.,Not Dark Pattern
Check out our zingcash offering below: You can get 200 as zingcash on Signup with zingbus Get 250 zingcash on referring zingbus to your friends & family.,Not Dark Pattern
Whether you prefer a sleeper bus or a standard AC bus we have options to suit every traveler.,Not Dark Pattern
You need to keep some things in mind while booking Delhi to Lucknow bus tickets.,Not Dark Pattern
Konduskar Travels Pvt Ltd Â© 2023 All rights reserved.,Not Dark Pattern
Available on Android We don't currently support landscape mode.,Not Dark Pattern
Superb 30 reviewsLocation 9.9Show pricesIVY The Boutique Hotel By Sukhmani ResortsOpens in new windowNainitalShow on map10.2 km from centreSet in Nainital 2 km from Bhimtal Lake IVY The Boutique Hotel By Sukhmani Resorts offers accommodation with a garden free private parking and a restaurant.,Not Dark Pattern
Very good 44 reviewsShow pricesHotel Prince Mall RoadOpens in new windowNainitalShow on map1.2 km from centreLocated in Nainital Uttarakhand region Hotel Prince Mall Road is set 1.4 km from Naini Lake.,Not Dark Pattern
There is a restaurant serving Chinese cuisine and free private parking is...7.4Good 39 reviewsShow pricesSH SUNSET RESORTOpens in new windowNainitalShow on map3.4 km from centreSet 33 km from Bhimtal Lake SH SUNSET RESORT offers accommodation in Nainital with access to a fitness room.,Not Dark Pattern
Fabulous 12 reviewsShow pricesThe Naini Retreat Nainital by Leisure HotelsOpens in new windowNainitalShow on map1.2 km from centreSituated on the Ayarpatta slopes The Naini Retreat overlooks the mountainous landscapes and offers panoramic views of the Naini Lake,Not Dark Pattern
If you booked through us and want to leave a review please sign in first.,Not Dark Pattern
"2024-03-05T13:42:44.311Z",Not Dark Pattern
It starts with a booking The only way to leave a review is to first make a booking.,Not Dark Pattern
It's exceptionally good and well made.73417 Days agoCritic reviewsSee allTimes Now7/10Article 370 Yami Gautam Leads Intense Narrative Of Jammu And Kashmir`s Special Status Abrogation.,Not Dark Pattern
...moreIndia TV8/10Article 370Yami Gautam`s film is a complete package of emotion political drama and patriotism.,Not Dark Pattern
You can also choose to book the seats of your choice pay via net banking credit/debit card Paytm Wallet or UPI.,Not Dark Pattern
All you have to do is just sit back grab a tub of popcorn or two and enjoy Shaitaan!Benefits of Shaitaan Ticket Booking Online at Paytm TicketnewWe’ve made your Shaitaan ticket booking experience absolutely smooth in just a few easy clicks!,Not Dark Pattern
You have the option to select your preferred seats and make payment using net banking credit/debit card Paytm Wallet or UPI.,Not Dark Pattern
You don’t just save time but even money with our awesome Paytm wallet loyalty cashback offers every time you book a ticket!,Not Dark Pattern
So don’t defer because Shaitaan is a must-watch as it is one of the best movies of 2024.,Not Dark Pattern
All you have to do is just sit back grab a tub of popcorn or two and enjoy Shaitaan!:,Not Dark Pattern
Would recommend!Recommended for:RAVI SHANKER5.0Reviewed 1 month ago I came to attend wedding of my niece.,Not Dark Pattern
Recommended for:Jai Shankar Prasad 4.5Reviewed 1 month ago I alongwith my family attended the wedding ceremony at radison blu having the great experience.Decoration and service was excellent,Not Dark Pattern
Food was also delicious.Recommended for:Sahar ji Thakur sahab ji5.0Reviewed 1 month ago It was great event at poolside area with nice ambience and good atmosphere definately recommend this place Recommended for:Abhilasha 4.0Reviewed 1 month ago Ambience decor very nice.location ,Not Dark Pattern
Recommended for:Dulcie Agrawal5.0Reviewed 3 years 1 month ago | Certified ReviewThe managers were really cooperative.,Not Dark Pattern
Two decades later the hotel stands tall and proud on the National Highway-8 at a driving distance of 5 minutes from Indira Gandhi International Airport.,Not Dark Pattern
Recommended for:Dulcie Agrawal5.0Reviewed 3 years 1 month ago | Certified ReviewThe managers were really cooperative,Not Dark Pattern
Radisson Blu Plaza Delhi Airport is a 5-star property located in New Delhi NCR.,Not Dark Pattern
They understood our need to host a small function and gave us exactly what we needed.SourceShalini Chaudhary4.5Reviewed 3 years 1 month ago I had this place booked for my special day.,Not Dark Pattern
Would like to attend it agingood.loved itRecommended for:Soumya Sinha3.5Reviewed 1 month ago I liked the ambience and the decor.,Not Dark Pattern
Would recommend!Recommended for:RAVI SHANKER5.0Reviewed 1 month ago I came to attend wedding of my niece.,Not Dark Pattern
Radisson Blu Plaza Delhi Airport is a 5-star property located in New Delhi Delhi NCR.,Not Dark Pattern
Recommended for: Pranav Arora5.0Reviewed 1 month ago Wonderful venue to host your event.,Not Dark Pattern
Recommended for: Soumya Sinha3.5Reviewed 1 month ago I liked the ambience and the decor.,Not Dark Pattern
Shalini Chaudhary4.5Reviewed 3 years 1 month ago I had this place booked for my special day.,Not Dark Pattern
11:00 AM - 4:00 PM & 7:00 PM - 12:30 AM are the time slots available at Essex farms Hauz Khas Delhi Is havan allowed at Essex farms Hauz Khas Delhi ?,Not Dark Pattern
Yes Music is allowed late at Essex farms Hauz Khas Delhi Is there any changing room offered here at Essex farms Hauz Khas Delhi ?,Not Dark Pattern
It was a…Read moreVerified User 1/5Event Date: 17 May 2022They did not return my booking amount as we could not have the event due to omicron.,Not Dark Pattern
Yes Music is allowed late at Essex farms Hauz Khas Delhi Is there any changing room offered here at Essex farms Hauz Khas Delhi ?,Not Dark Pattern
Yes Essex farms Hauz Khas Delhi offers 1 changing rooms Is non-veg allowed here at Essex farms Hauz Khas Delhi ?,Not Dark Pattern
This Venue Is In High Demand Hurry UP!,Scarcity
"Seats are disappearing rapidly! Act now before this venue sells out!",Scarcity
"Limited availability alert! Grab your spot before it's too late at this highly sought-after venue!",Urgency
The seats are filling up quickly; this venue is in high demand so act fast!,Urgency
"Hurry only 8 items left in stock!",Scarcity
"Sponges Mitts & Bath Brushes",Not Dark Pattern
Crystal Lotus Sriyantras ,Not Dark Pattern
No thanks. I do not want to save money.,Misdirection
Other CollectiblesPhotos,Not Dark Pattern
Hurry !! Only 52 left in stock,Scarcity
I don't want discount on my order I want to pay full price.,Misdirection
I don't want to save money on my order.,Misdirection
Easy Return policy help center got a question,Not Dark Pattern
Browse our FAQ or submit your query here.,Not Dark Pattern
Please try again,Not Dark Pattern
With its commitment to high service standards Snapdeal suppliers operate under a well structured ecosystem that enables them to offer great quality products at affordable prices,Not Dark Pattern
Copyright © 2021 Snapdeal Limited.,Not Dark Pattern
Register now to get updates on promotions and coupons.,Not Dark Pattern
House salad oyster appetizer and chowder also available.,Not Dark Pattern
Call for Reservations Follow Us Facebook Instagram Yelp Hours of Operation Monday 4:30 PM - 8:00 PM Tuesday 4:30 PM - 8:00 PM Wednesday 4:30 PM - 8:00 PM,Not Dark Pattern
Small out of the way casual and inexpensive yet with excellent food.” Frommer’s Washington State Guide 4th Edition ★★★★★ 5/5 “this restaurant abounds in vintage character” “This is the just the sort of restaurant that you dream of finding on vacation.,Not Dark Pattern
The food is excellent and the service is friendly and efficient.,Not Dark Pattern
Rahul in Delhi just purchased five books recently ,Social Proof
Ramesh has rated this proudct 5 stars with outstanding reviews you buy this too ,Social Proof
107 PEOPLE LIKE THIS PRODUCT IN SHORT PERIOD OF TIME,Social Proof
75% offers claimed in short period of time Hurry up time is running out or you will miss the chance ,Scarcity
HURRY! free DELIVERY ENDS SOON,Urgency
I will be shopping without a discount.,Misdirection
Vacation One Shoulder Loosen Long Sleeve Woven Dress,Not Dark Pattern
Lip Balms & Treatments,Not Dark Pattern
Price Guaranteed For 6days:12hours:36minutes:64seconds,Urgency
Don't miss out! This offer ends tonight!,Scarcity
Free shipping on orders over $50!,Urgency
Other customers also bought,Social Proof
Click here to cancel your subscription you won't regret it,Misdirection
Limited quantities available!,Scarcity
Our most popular plan,Social Proof
Enjoy a free preview Full access requires a subscription limited content without subscription,Obstruction
Free shipping on all orders but excludes oversized items,Misdirection
This product is best in the whole market,Social Proof
We're sorry to see you go Are you sure you want to cancel,Misdirection
This item is almost sold out! There are only a few left in stock,Scarcity
Limited-time offer But you need to create an account to see the details,Obstruction
Free trial! But you need to enter your credit card information upfront to access this service,Obstruction
You've reached the maximum number of free articles this month. Subscribe to read more,Obstruction




"To cancel your membership, please call customer service during business hours.",Obstruction
"You signed up online, but cancellation can only be completed over the phone.",Obstruction
"Before we can cancel, please listen to this offer to keep your subscription.",Obstruction
"Our cancellation line is open Monday to Friday, 10am to 2pm only.",Obstruction
"To end your subscription, mail a written cancellation request to our office.",Obstruction
Accounts cannot be deleted online; this option is not available on our site.,Obstruction
We're sorry to see you go. Please complete all six steps to confirm cancellation.,Obstruction
Continue to cancel — you'll need to review the next four pages before finishing.,Obstruction
"To cancel your subscription, scroll to the bottom of this page to find End Now.",Obstruction
Cancellation requests are processed only after you speak with a retention specialist.,Obstruction
We could not process your cancellation through this channel. Please try another method.,Obstruction
"To reject all cookies, open Manage data settings and turn off each option individually.",Obstruction
"There is no Reject All button; to opt out, visit each setting and adjust it manually.",Obstruction
"To delete your data, navigate through your privacy dashboard and confirm at each step.",Obstruction
Closing your account requires contacting our support team for further verification.,Obstruction
Your unsubscribe link will take effect only after you confirm via a second email.,Obstruction
Membership cannot be cancelled from the app — please visit the website to proceed.,Obstruction
"To stop recurring billing, you must request cancellation at least 30 days in advance by post.",Obstruction
Refunds and cancellations are handled exclusively by phone during limited hours.,Obstruction
"To opt out of marketing, write to our data protection officer with your account details.",Obstruction
Deleting your account is permanent and can only be requested through a support ticket.,Obstruction
We were unable to verify your identity. Please restart the cancellation process.,Obstruction
Pause your subscription instead? Cancellation requires completing several more steps.,Obstruction
"To cancel, you'll be redirected to our partner site to complete additional verification.",Obstruction
A care and handling charge of $2.99 will be added at the final step of checkout.,Sneaking
A greeting card worth $3.99 has been added to your order.,Sneaking
Your one-time payment of $89 will renew automatically every year.,Sneaking
Your free trial will convert to a paid plan at $60 per month unless you cancel.,Sneaking
Granting edit access to this collaborator will add a recurring charge to your card.,Sneaking
A booking fee and service charge will be applied before you complete your payment.,Sneaking
Resort fee not included in the nightly rate shown above.,Sneaking
Shipping protection has been added to your cart to keep your order safe.,Sneaking
"Convenience, handling, and order processing fees will be added at checkout.",Sneaking
A ₹1 contribution to charity has been added to your ticket total.,Sneaking
A platform fee has been added to your order at checkout.,Sneaking
A packaging charge and rain surcharge have been applied to your bill.,Sneaking
Zepto Pass has been added to your cart for a discounted checkout.,Sneaking
We've selected Advantage delivery for you; the annual fee renews each year.,Sneaking
A small tip for your delivery partner has been added to your order by default.,Sneaking
Your purchase includes a 12-month protection plan billed separately each month.,Sneaking
Donate ₹10 to our cause — this amount is already included in your total.,Sneaking
"The price shown excludes mandatory fees, which will be applied at the final step.",Sneaking
"After your 7-day trial, you'll be charged the full subscription price automatically.",Sneaking
Taxes and additional charges will be calculated and added on the payment page.,Sneaking
Get started by adding your email address to continue.,Forced Action
"If you don't accept these terms, you can't continue using the service.",Forced Action
Accept cookies to continue to the website.,Forced Action
"Yes, I accept cookies — this is the only way to access the page.",Forced Action
Accept tracking or pay a monthly fee to read this article.,Forced Action
Create an account to complete your purchase.,Forced Action
Sign up to register for this event before you continue.,Forced Action
"Provide your name, email, and phone number to proceed with your booking.",Forced Action
Share your contacts to find friends before you can use the app.,Forced Action
You must agree to our terms and privacy policy to access your account.,Forced Action
Allow location access to continue using the service.,Forced Action
Verify your phone number to finish checkout.,Forced Action
Download the app to complete this order.,Forced Action
Sign in with your social account to view this content.,Forced Action
Opt in to personalised ads to continue to your feed.,Forced Action
Sign in to view more content — create your free account or sign in to continue.,Forced Action
"To read this article, start your free trial or log in.",Forced Action
Continue with Google to proceed to your order.,Forced Action
Open the app to continue — this feature isn't available on the web.,Forced Action
Subscribe to our newsletter to unlock your 10% discount before checkout.,Forced Action
"Consent to all and continue, or subscribe to use the site without ads.",Forced Action
Turn on notifications to activate your account.,Forced Action
Add a payment method to start your free trial.,Forced Action
Grant access to your photos to continue setup.,Forced Action
Confirm you accept personalised advertising to enter the store.,Forced Action
Verify with your Aadhaar to complete this order.,Forced Action
Refer a friend to unlock the rest of this page.,Forced Action
Join our rewards program to view member pricing.,Forced Action
Allow access to your contacts to send your gift.,Forced Action
Create a password now — guest checkout is not available.,Forced Action
Uncheck this box if you do not wish to not receive our emails.,Misdirection
"No thanks, I'd rather bleed to death.",Misdirection
"No, I don't want to stay alive.",Misdirection
I don't like helping those in need.,Misdirection
"No thanks, I don't want to protect my purchase.",Misdirection
"Yes, keep my benefits",Misdirection
Don't insure me — find this option in the country dropdown.,Misdirection
"Sponsored result shown first, styled to match organic listings.",Misdirection
I'll pass on free shipping and pay for delivery instead.,Misdirection
"No thanks, I don't care about my family's safety.",Misdirection
Skip — I don't need expert advice for my health.,Misdirection
Continue (the small grey link below the big green Accept button).,Misdirection
Reject all is greyed out; Accept all is highlighted and pulsing.,Misdirection
"No, I enjoy missing out on rewards.",Misdirection
Cancel my protection (I accept full responsibility for any damage).,Misdirection
Decline — I'm not interested in keeping my data safe.,Misdirection
"Tap here to agree; to disagree, complete a separate form on the next screen.",Misdirection
Are you sure? Most smart shoppers keep this in their cart.,Misdirection
"No, I prefer the slow and expensive option.",Misdirection
Maybe later (you may lose this price).,Misdirection
Not now — I understand I'm giving up my member discount.,Misdirection
The Decline button is hidden behind a 'More options' expander.,Misdirection
"No thanks, I like overpaying for things.",Misdirection
"Pre-selected: Yes, send me partner offers (toggle styled to look off).",Misdirection
I'd rather not save time on future orders.,Misdirection
Continue to checkout (5 hidden items will remain in your cart).,Misdirection
"No, I don't want my order to arrive on time.",Misdirection
Step 3 of 3 — but a fourth upsell page appears after you click Done.,Misdirection
Close (the X is faint and placed off to the side of the offer).,Misdirection
"No, I'll risk losing my photos forever.",Misdirection
Only 2 rooms left at this price on our site!,Scarcity
Only 1 left in size M — order before it's gone.,Scarcity
In high demand — only a few left at this price.,Scarcity
Only two left in stock — order now (while supply is actually plentiful).,Scarcity
Selling fast — 90% of this item has been claimed.,Scarcity
Limited edition — only 50 units will ever be made.,Scarcity
Back in stock soon — but only 3 units expected.,Scarcity
This item is almost out of stock in your area.,Scarcity
Hurry — fewer than 5 seats remain at this fare.,Scarcity
Demand is high — this size keeps selling out.,Scarcity
Stock is limited and we cannot guarantee availability.,Scarcity
Only a handful left — don't miss your chance.,Scarcity
Going fast! Over 80% sold out already.,Scarcity
Last few pieces remaining in this collection.,Scarcity
This deal is nearly claimed — limited slots available.,Scarcity
Only 4 left — and they're in 12 other carts right now.,Scarcity
Almost sold out at this size and colour.,Scarcity
Very few rooms left for your dates.,Scarcity
Exclusive drop — capped at 100 buyers.,Scarcity
Running low — restock not guaranteed.,Scarcity
Only 2 tickets remaining in this section.,Scarcity
Grab it now — stock won't last the day.,Scarcity
"Limited release — once it's gone, it's gone for good.",Scarcity
Only a few bundles left at this discounted bundle price.,Scarcity
Nearly out — secure yours before stock runs dry.,Scarcity
This bestseller is down to its last units.,Scarcity
"Hurry, limited stock — high reorder demand expected.",Scarcity
Only 3 in stock and selling quickly.,Scarcity
Final units — we may not restock this style.,Scarcity
Almost gone — only a small batch was produced.,Scarcity
Sale ends in 02:14:33 — buy before the timer runs out.,Urgency
Offer expires tonight at midnight.,Urgency
Flash sale: 40% off for the next 2 hours only.,Urgency
Price goes up at midnight — lock it in now.,Urgency
Your cart is reserved for 09:59 — complete checkout before it expires.,Urgency
Last chance — this price disappears in 10 minutes.,Urgency
Only 10 minutes left to claim this deal!,Urgency
Deal of the day ends in 00:45:00.,Urgency
Hurry! Sale ends when the timer hits zero.,Urgency
Book within the next 5 minutes to keep this rate.,Urgency
Today only — prices return to normal tomorrow.,Urgency
Ends in: 1 day 04:22:10. Don't miss out.,Urgency
Final hours — offer closes at 11:59 PM.,Urgency
Act fast — this promo code expires in 15 minutes.,Urgency
Your discount expires when you leave this page.,Urgency
"Hurry, the countdown has started — 00:09:58 remaining.",Urgency
Limited-time launch price — increases in 3 days.,Urgency
Sale extended for the final 6 hours.,Urgency
Claim your seat before registration closes tonight.,Urgency
"Offer ends soon — timer resets, so act before it's too late.",Urgency
Hurry — free gift only for orders in the next hour.,Urgency
Early-bird pricing ends at midnight sharp.,Urgency
This cart will be cleared in 5:00 minutes.,Urgency
Last call! Doors close in 00:02:30.,Urgency
Prices rise in 24 hours — secure today's rate now.,Urgency
Limited-time deal ending in 03:59:59.,Urgency
Offer ends the moment this banner disappears.,Urgency
Buy now — same-day delivery cutoff is in 12 minutes.,Urgency
Sale ends in less than an hour — set your reminder!,Urgency
Don't wait — this exclusive price vanishes at noon.,Urgency
39 other people are viewing this item right now.,Social Proof
28 people have added this to their cart.,Social Proof
3 people have this in their carts right now.,Social Proof
Priya from Mumbai just purchased this 2 minutes ago.,Social Proof
50 people bought this product in the last 24 hours.,Social Proof
"Loved by over 10,000 happy customers worldwide.",Social Proof
"Last purchase from this site: 5 minutes ago, New York.",Social Proof
#1 rated by experts — as seen in major publications.,Social Proof
"Join 3,200 others already waiting for this restock.",Social Proof
Rated 4.9/5 by thousands — the internet's favourite.,Social Proof
Recommended by 9 out of 10 dermatologists.,Social Proof
Trending now — 200+ shoppers viewing in the last hour.,Social Proof
As recommended by your favourite creators.,Social Proof
Voted product of the year by our community.,Social Proof
Someone just claimed this offer in your city.,Social Proof
Over a million sold — join the crowd.,Social Proof
17 people are looking at this hotel right now.,Social Proof
Customers like you also rushed to buy this.,Social Proof
Our most-loved product — 5 stars from real users.,Social Proof
Featured in top blogs and trusted by millions.,Social Proof
Booked 14 times in the last 6 hours for your dates.,Social Proof
Don't be the only one missing out — everyone's buying this.,Social Proof
Endorsed by celebrities you already trust.,Social Proof
Top reviewer says: best purchase I've ever made!,Social Proof
"9,481 people can't be wrong — get yours today.",Social Proof
This item is flying off the shelves — 300 sold today.,Social Proof
"Highly demanded — added to 1,000+ wishlists this week.",Social Proof
"Real people, real results — see why thousands switched.",Social Proof
Influencers are obsessed with this right now.,Social Proof
Just sold to a customer near you moments ago.,Social Proof
"Convenience, handling and order processing fees added at checkout.",Sneaking
The $260 ticket is now $317 after the service fee is applied.,Sneaking
Internet access $5/night and parking $10/night added to your room.,Sneaking
Ticket insurance ($24) has been pre-selected for your order.,Sneaking
You've been enrolled in a subscription you didn't knowingly accept.,Sneaking
An add-on insurance product was packed into your loan agreement.,Sneaking
The advertised rate excludes resort and facility charges shown later.,Sneaking
Your free trial converts to a paid plan automatically after 30 days.,Sneaking
A facility charge and order processing fee will be added before payment.,Sneaking
We added Express delivery and a tip by default — adjust before paying.,Sneaking
"Before you cancel, please speak with a retention specialist by phone.",Obstruction
"To cancel, navigate a maze of screens and additional offers first.",Obstruction
Complete this multiple-choice survey before we can process your cancellation.,Obstruction
Your cancellation could not be completed online due to an error — try again later.,Obstruction
This account was created online but can only be closed by mail.,Obstruction
"To opt out, wade through this lengthy disclosure to find the link.",Obstruction
"After submitting your opt-out, contact a designated representative to finalise it.",Obstruction
"Cancel anytime from your account settings — no fees, effective immediately.",Not Dark Pattern
All taxes and mandatory fees are included in the price shown.,Not Dark Pattern
In stock — ships within 2 business days.,Not Dark Pattern
Order in 2h 10m to get it by Tuesday.,Not Dark Pattern
"Rated 4.5 out of 5 based on 2,847 verified purchases.",Not Dark Pattern
Holiday sale ends December 31 — same price returns January 1.,Not Dark Pattern
Subscribe to our newsletter (optional). Unsubscribe anytime.,Not Dark Pattern
"Continue as guest, or create an account to save your details.",Not Dark Pattern
"We keep limited inventory of handmade items, so quantities are small.",Not Dark Pattern
Secure checkout — your payment details are encrypted.,Not Dark Pattern
Your cart (3 items) — estimated delivery June 25.,Not Dark Pattern
Shipping and taxes shown upfront before you start checkout.,Not Dark Pattern
This add-on is optional — leave it unchecked to skip it.,Not Dark Pattern
Free returns within 30 days — no questions asked.,Not Dark Pattern
You can delete your account online at any time from Privacy settings.,Not Dark Pattern
"Reject all cookies with one click, or customise your choices.",Not Dark Pattern
Your free trial ends June 30 — we'll remind you before any charge.,Not Dark Pattern
"Price: $49.99, all-in. No additional fees at checkout.",Not Dark Pattern
Compare plans side by side before you choose.,Not Dark Pattern
This sale is part of our regular monthly promotion.,Not Dark Pattern
Cancel your subscription in two clicks — same as signing up.,Not Dark Pattern
We currently have plenty in stock.,Not Dark Pattern
Optional gift wrapping available for $3 — add if you'd like.,Not Dark Pattern
Track your order status and delivery here.,Not Dark Pattern
Choose your delivery slot — all slots shown at no extra charge.,Not Dark Pattern
We never sell your data; manage your preferences anytime.,Not Dark Pattern
This discount applies automatically — no code needed.,Not Dark Pattern
Estimated total updates live as you add items.,Not Dark Pattern
Need help? Our support team replies within 24 hours.,Not Dark Pattern
View full ingredient list and nutrition facts.,Not Dark Pattern
This feature is only available in the app — install it now to finish your booking.,Forced Action
Enroll your face to continue — biometric verification is required to use this account.,Forced Action
Continue with Google or Facebook — there's no other way to sign up.,Forced Action
Enter your phone number for verification before you can place this order.,Forced Action
Complete your profile to unlock the rest of the dashboard.,Forced Action
Allow push notifications to view your delivery status.,Forced Action
Turn on Face ID now — you can't access your wallet until this step is complete.,Forced Action
Connect your bank account to continue setting up your profile.,Forced Action
Add your date of birth and address to view ride options.,Forced Action
Invite three friends to activate your free credits.,Forced Action
Allow access to your camera and microphone to start using chat.,Forced Action
Upload a selfie video to unlock withdrawals from your account.,Forced Action
Set your default payment method before you can browse the menu.,Forced Action
Sync your calendar to finish onboarding.,Forced Action
Confirm your identity with a government ID to keep using this feature.,Forced Action
Enable location to see fares — pricing won't load until you do.,Forced Action
Join with your work email to view shared documents.,Forced Action
Scan your fingerprint to confirm — there is no skip option for this step.,Forced Action
Verify your email and add a backup phone before continuing to your cart.,Forced Action
Switch to the app to track this ride in real time.,Forced Action
"Sponsored — shown above the top result, labelled in faint grey 6-point text.",Misdirection
Express delivery (+$12.99) is pre-selected; choose Standard at the bottom of the list.,Misdirection
Gift wrap added ✓ — untick on the next screen if you don't want it.,Misdirection
"Accept All (green, full-width) — Manage preferences (tiny grey link below).",Misdirection
"No thanks, I prefer paying full price.",Misdirection
"Start free trial — billing details collected now, charged later (see fine print).",Misdirection
"Your order qualifies! (the highlighted button adds a paid membership, not the discount).",Misdirection
"No, I'll book a worse room to save a few dollars.",Misdirection
Continue (this also keeps the add-on you didn't ask for in your cart).,Misdirection
"Save settings (looks like Reject, but leaves all tracking switched on).",Misdirection
Decline offer — I don't mind my food arriving cold.,Misdirection
"Step 4 of 4 — wait, two more upsell screens appear before you reach Confirm.",Misdirection
The 'best value' plan is highlighted; the cheaper plan has its price greyed out.,Misdirection
"No, I'd rather risk travelling without insurance.",Misdirection
Tap the big 'Renew' button; the 'Switch to free' option is hidden under More.,Misdirection
Add tip 20% (pre-highlighted) — Other amount is greyed and easy to miss.,Misdirection
"No thanks, I'll keep paying for a slower internet plan.",Misdirection
The unsubscribe link is the same colour as the background of this email.,Misdirection
"Reject (small, beneath the fold) — Accept and personalise (large, centered).",Misdirection
"No, I don't want my account to stay secure.",Misdirection
"To cancel, please email support with a photo of your government ID attached.",Obstruction
"Cancellations are accepted by phone only, Tuesdays and Thursdays, 11am to 1pm.",Obstruction
"Refund requests require the original receipt, a photo of the item, and a 3-week review.",Obstruction
"You can pause your plan here — to cancel, continue through three more screens.",Obstruction
Delete account is under Help > Contact Us > Other > Manage data.,Obstruction
Your data deletion request will be completed within 30 days after you upload ID.,Obstruction
We've paused your cancellation. Reply to this email within 48 hours to confirm again.,Obstruction
"To leave the loyalty programme, write to our head office by registered post.",Obstruction
Our chatbot will guide your cancellation; a human agent is not available for this.,Obstruction
Downgrades take effect after a mandatory call with your account manager.,Obstruction
Removing your saved card requires deleting your entire account first.,Obstruction
Cancellation isn't available in the app — open a desktop browser and log in again.,Obstruction
"To stop your subscription, scan and post the form printed on the back of your invoice.",Obstruction
Your deletion link has expired. Request a new one and wait up to five business days.,Obstruction
Speak to our retention team to unlock the cancel button.,Obstruction
Closing your wallet requires withdrawing all funds and waiting a 7-day cooling period.,Obstruction
"To opt out of data sharing, complete a separate request for each connected service.",Obstruction
We couldn't verify your account. Restart cancellation from the beginning.,Obstruction
Membership renews automatically; to stop it you must visit a branch in person.,Obstruction
Your unsubscribe takes effect in 10 days; emails continue until then.,Obstruction
Only 1 room left at this price on our site!,Scarcity
Last 2 seats remaining at this fare.,Scarcity
Low stock — only 1 left in your size (M).,Scarcity
Last order slot for tonight — 3 slots remaining.,Scarcity
Early-bird pricing: only 8 spots left at this rate.,Scarcity
Limited beta access — 12 invites remaining.,Scarcity
Only 3 left and this stock counter resets every time you reload the page.,Scarcity
We have just 1 accessible suite left for your dates.,Scarcity
Hurry — only a handful of seats left in this tier for the show.,Scarcity
This colourway is down to its final piece.,Scarcity
Only 2 tables left for your party size tonight.,Scarcity
Founders' plan: limited to the next 20 sign-ups.,Scarcity
Only 4 of these remain across all our warehouses.,Scarcity
Just 1 ticket left in the lowest price band.,Scarcity
Last few grocery slots left for same-day delivery in your area.,Scarcity
Only 5 licences remain at the launch price.,Scarcity
This fare class shows only 1 seat available.,Scarcity
Almost reserved — only a couple of these suites are left for the week.,Scarcity
We made only 200 of these and stock won't be replenished.,Scarcity
Only 2 bundles remain at this combined price.,Scarcity
The room rate looked great until a $45 nightly resort fee appeared on the final page.,Sneaking
By tapping Confirm you agree your plan auto-renews at $99/year (stated in the terms).,Sneaking
Travel insurance has been added to your trip — remove it if you don't want cover.,Sneaking
"Seat 14C (Extra legroom, +$28) is selected for you — change it before paying.",Sneaking
